Perunit,Municipal,Coast,StationCode,Description,SampleDate,SampleTime,DeliveryDate,AnalyseDate,Intenterococci,Ecoli,Tar,Glass,Plastic,Caoutchouc,Garbage,Wave,Airdirection,Rainfail,Yestrainfail
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Παντελεήμων_Αγίου_Νικολάου,GRBW139310037101, 215 μ. από το ανατολικό άκρο της ακτής,27/5/2019,9:54,27/5/2019,28/5/2019,28,62,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Βούλισμα_Αγίου_Νικολάου,GRBW139310018101, Μέσον ακτής,27/5/2019,10:02,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Καλό_Χωριό_Αγίου_Νικολάου,GRBW139310030101, 100 μ. από το ανατολικό άκρο της ακτής,27/5/2019,10:14,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Μόχλος_Ξεροστέρνια_Σητείας,GRBW139313101101, Μέσον ακτής,27/5/2019,11:14,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Παπαδιόκαμπος_Σητείας,GRBW139313094101, 40 μ. από το βορειοδυτικό άκρο της ακτής,27/5/2019,12:14,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Σητεία_Σητείας,GRBW139313102101, Βορειοδυτικό άκρο ακτής,27/5/2019,12:40,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Ανάλουκας_Σητείας,GRBW139313095101, 70 μ. από το δυτικό άκρο της ακτής,27/5/2019,12:58,27/5/2019,28/5/2019,45,94,ΟΧΙ,ΝΑΙ,ΝΑΙ,ΝΑΙ,ΝΑΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Βάι_–_Φοινικόδασος_Σητείας,GRBW139313100101, Νότιο άκρο ακτής,27/5/2019,13:22,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Κουρεμένος_Σητείας,GRBW139313099101, 430 μ. από το βόρειο άκρο της ακτής,27/5/2019,14:03,27/5/2019,28/5/2019,22,40,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Χιώνα_Σητείας,GRBW139313097101, Μέσον ακτής,27/5/2019,14:11,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Κάτω_Ζάκρος_Σητείας,GRBW139313098101, Μέσον ακτής,27/5/2019,14:56,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Βούρλια_Σητείας,GRBW139313093101, 70 μ. από το βόρειο άκρο της ακτής,27/5/2019,15:25,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Θόλος_Ιεράπετρας,GRBW139311160101, 90 μ. από το δυτικό άκρο της ακτής,27/5/2019,10:42,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Μεγάλη_Παραλία_Ξερόκαμπου_Σητείας,GRBW139312158101, Μέσον ακτής,27/5/2019,15:40,27/5/2019,28/5/2019,2,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Ερημούπολη,GRBW139313175101,Νότιο όριο παραλίας,27/5/2019,13:41,27/5/2019,28/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Α,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Παχειά_Άμμος_Ιεράπετρας,GRBW139311057101, 90 μ. από το βορειοδυτικό άκρο της ακτής,28/5/2019,8:07,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ιεράπετρα_Δημοτική_Πλαζ_Ιεράπετρας,GRBW139311047101, 100 μ. από το βορειοανατολικό άκρο της ακτής,28/5/2019,8:51,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ιεράπετρα_3_Ιεράπετρας,GRBW139311056101, Δυτικό άκρο ακτής,28/5/2019,9:05,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ιεράπετρα_Ιεράπετρας,GRBW139311052101, 740 μ. από το βορειοδυτικό άκρο της ακτής.,28/5/2019,9:14,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Καθαράδες_Ιεράπετρας,GRBW139311045101, Μέσον ακτής,28/5/2019,9:32,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Άγιος_Ιωάννης_Ιεράπετρας,GRBW139311046101, 480 μ. από το ανατολικό άκρο της ακτής,28/5/2019,9:50,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Κουτσουνάρι_Ιεράπετρας,GRBW139311060101, Μέσον ακτής,28/5/2019,10:00,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Φέρμα_Ιεράπετρας,GRBW139311051101, 50 μ. από το δυτικό άκρο της ακτής,28/5/2019,10:15,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Αγιά_Φωτιά_Ιεράπετρας,GRBW139311055101, Μέσον ακτής,28/5/2019,10:27,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Αχλιά_Σχινοκαψάλων_Ιεράπετρας,GRBW139311050101, Μέσον ακτής,28/5/2019,10:40,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Άγιος_Παντελεήμων_Ιεράπετρας,GRBW139310029101, 40 μ. από το βορειοδυτικό άκρο της ακτής,28/5/2019,10:54,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Κοινοτική_Πλαζ_Μακρυγιαλού_Ιεράπετρας,GRBW139311054101, 150 μ. από το βορειοανατολικό άκρο της ακτής,28/5/2019,11:32,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ανάληψη_Ιεράπετρας,GRBW139311053101, Μέσον ακτής,28/5/2019,11:43,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Λαγκούφα_Ιεράπετρας,GRBW139311048101, Μέσον ακτής,28/5/2019,11:57,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Διασκάρι_Ιεράπετρας,GRBW139311058101, 80 μ. από το βορειοδυτικό άκρο της ακτής,28/5/2019,12:28,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Λιμανάκι_Γούδουρα_Σητείας,GRBW139313096101, 140 μ. από το νοτιοανατολικό άκρο της ακτής,28/5/2019,12:51,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Μύρτος_Ιεράπετρας,GRBW139311049101, Μέσον ακτής,28/5/2019,14:08,28/5/2019,29/5/2019,5,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Χρυσή_–_Γαϊδουρονήσι_Ιεράπετρας,GRBW139311059101, 340 μ. από το δυτικό άκρο της ακτής,28/5/2019,15:20,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Καλαμοκανιάς_Ιεράπετρας,GRBW139311161101, Μέσον ακτής,28/5/2019,11:17,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Γρα_Λυγιά_Ιεράπετρας,GRBW139311159101, Μέσον ακτής - 300μ. Δυτικά από τον μόλο,28/5/2019,13:50,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Βιάννου,Ψαρή_Φοράδα_Βιάννου,GRBW139303164101, Μέσον ακτής,28/5/2019,14:45,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Βιάννου,Άρβη_Βιάννου,GRBW139303165101, 70μ. δυτικά από το μόλο,28/5/2019,15:05,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Βιάννου,Τέρτσα,GRBW139303174101,Στην έξοδο της επαρχιακής οδού – νότια του οικισμού,28/5/2019,14:28,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Ρεθύμνης,Επισκοπή_1_Ρεθύμνης,GRBW139318089101, Μέσον ακτής,28/5/2019,8:33,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Καβρός_Αποκορώνου,GRBW139319041101, 1670 μ. από το ανατολικό άκρο της ακτής.,28/5/2019,8:46,28/5/2019,29/5/2019,4,12,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Γεωργιούπολη_Αποκορώνου,GRBW139319039101, Μέσον ακτής,28/5/2019,9:12,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Αλμυρίδα_Αποκορώνου,GRBW139319038101, Μέσον ακτής,28/5/2019,9:49,28/5/2019,29/5/2019,2,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Καλύβες_Αποκορώνου,GRBW139319040101, 200 μ. από το ανατολικό άκρο της ακτής,28/5/2019,9:59,28/5/2019,29/5/2019,5,16,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Κυανή_Ακτή_Αποκορώνου,GRBW139319037101, 600 μ. από το βορειοδυτικό άκρο της ακτής,28/5/2019,10:52,28/5/2019,29/5/2019,3,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Σφακίων,Ομπρός_Γιαλός_Σφακίων,GRBW139324103101, Μέσον ακτής,28/5/2019,13:12,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Σφακίων,Ίλιγγας_Σφακίων,GRBW139324104101, Μέσον ακτής,28/5/2019,13:25,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Σφακίων,Φραγκοκάστελλο_Χανίων,GRBW139324170101, Μέσον ακτής,28/5/2019,14:31,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Κόρακας_Ροδάκινο_Αγίου_Βασιλείου,GRBW139314002101, 140 μ. από το ανατολικό άκρο της ακτής,28/5/2019,15:00,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Πολύριζος,GRBW139314176101,Μέσον ακτής,28/5/2019,14:56,28/5/2019,29/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Νικόλαος_3_Αγίου_Νικολάου,GRBW139310022101, 17 μ. από το δυτικό άκρο της ακτής,29/5/2019,8:40,29/5/2019,30/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Νικόλαος_1_Αγίου_Νικολάου,GRBW139310009101, 20 μ. από το βόρειο άκρο της ακτής,29/5/2019,8:57,29/5/2019,30/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Νικόλαος_2_Αγίου_Νικολάου,GRBW139310026101, 60 μ. από το βόρειο άκρο της ακτής,29/5/2019,9:07,29/5/2019,30/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Μιραμπέλλο_Αγίου_Νικολάου,GRBW139310007101, 30 μ. από το νοτιοανατολικό άκρο της ακτής,29/5/2019,9:17,29/5/2019,30/5/2019,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
