Perunit,Municipal,Coast,StationCode,Description,SampleDate,SampleTime,DeliveryDate,AnalyseDate,Intenterococci,Ecoli,Tar,Glass,Plastic,Caoutchouc,Garbage,Wave,Airdirection,Rainfail,Yestrainfail
ΗΡΑΚΛΕΙΟΥ,Αρχανών_Αστερουσίων,Αρκαλοχώρι_Αρχανών_Αστερουσίων,GRBW139302043101, 170 μ. από το δυτικό άκρο της ακτής,15/10/2018,2:43:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Ηρακλείου,Καρτερός_Ηρακλείου,GRBW139305044101, 240 μ. από το δυτικό άκρο της ακτής,15/10/2018,11:24:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Αμμουδάρα_Μαλεβιζίου,GRBW139306075101, 1300 μ. από το δυτικό άκρο της ακτής,15/10/2018,10:55:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Μαδέ_Μαλεβιζίου,GRBW139306073101, Μέσον ακτής,15/10/2018,9:56:00 πμ,15/10/2018,16/10/2018,6,15,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Αγία_Πελαγία_Μαλεβιζίου,GRBW139306072101, Μέσον ακτής,15/10/2018,9:03:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Κλαδισσός_Μαλεβιζίου,GRBW139306074101, 45 μ. από το βόρειο άκρο της ακτής,15/10/2018,9:18:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Λυγαριά_Μαλεβιζίου,GRBW139306071101, 150 μ. από το ανατολικό άκρο της ακτής,15/10/2018,9:48:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Μονοναύτης_Μαλεβιζίου,GRBW139306077101, 60 μ. από το βόρειο άκρο της ακτής,15/10/2018,9:33:00 πμ,15/10/2018,16/10/2018,2,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Λινοπεράματα_Μαλεβιζίου,GRBW139306069101, 195 μ. από το ανατολικό άκρο της ακτής,15/10/2018,10:40:00 πμ,15/10/2018,16/10/2018,3,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Παλαιόκαστρο_Μαλεβιζίου,GRBW139306076101, Μέσον ακτής,15/10/2018,11:19:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μαλεβιζίου,Φόδελε_Μαλεβιζίου,GRBW139306070101, 110 μ. από το δυτικό άκρο της ακτής,15/10/2018,8:45:00 πμ,15/10/2018,16/10/2018,2,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Μινώα_Πεδιάδας,Τσούτσουρας_1_Μινώα_Πεδιάδας,GRBW139302042101, 170 μ. από το δυτικό άκρο της ακτής,15/10/2018,2:46:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Γούβες_1_Χερσονήσου,GRBW139309140101, Μέσον ακτής,15/10/2018,12:46:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Κάτω_Γούβες_Χερσονήσου,GRBW139309139101, Μέσον ακτής,15/10/2018,1:13:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Γούβες_2_Χερσονήσου,GRBW139309136101, Μέσον ακτής,15/10/2018,1:06:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Γούβες_3_Χερσονήσου,GRBW139309129101, Μέσον ακτής,15/10/2018,12:56:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Κοκκίνη_Χάνι_1_Χερσονήσου,GRBW139309142101, 60 μ. από το δυτικό άκρο της ακτής,15/10/2018,12:13:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Κοκκίνη_Χάνι_2_Χερσονήσου,GRBW139309128101, 25 μ. από το δυτικό άκρο της ακτής,15/10/2018,12:28:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Αμνισσός_Χερσονήσου,GRBW139309121101, 560 μ. από το ανατολικό άκρο της ακτής,15/10/2018,11:39:00 πμ,15/10/2018,16/10/2018,2,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Εσταυρωμένος_Χερσονήσου,GRBW139309123101, Ανατολικό άκρο της ακτής,15/10/2018,11:57:00 πμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Βιάννου,Καστρί_Βιάννου,GRBW139303166101, Στην έξοδο της επαρχιακής οδού Χόνδρου-Καστρί,15/10/2018,3:21:00 μμ,15/10/2018,16/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Πλατανιά,Μάλεμε_Πλατανιά,GRBW139323085101, 350 μ. από το δυτικό άκρο της ακτής,16/10/2018,8:08:00 πμ,16/10/2018,17/10/2018,3,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Πλατανιά,Κολυμπάρια_–_Ραπανιανά_Πλατανιά,GRBW139323084101, 130 μ. από το δυτικό άκρο της ακτής,16/10/2018,8:24:00 πμ,16/10/2018,17/10/2018,2,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Κουρφαλώνας_Δραπανιάς_Μήθυμνα_Νοπήγεια_Κισσάμου,GRBW139322073101, 1700 μ. από το ανατολικό άκρο της ακτής,16/10/2018,8:41:00 πμ,16/10/2018,17/10/2018,2,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Καστέλλι_Κισσάμου_Ανατολικά_Κισσάμου,GRBW139322066101, 200 μ. από το δυτικό άκρο της ακτής,16/10/2018,8:51:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Καστέλλι_Κισσάμου_Δυτικά_Κισσάμου,GRBW139322067101, Μέσον ακτής,16/10/2018,8:59:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Γραμβούσα_Παχειά_Άμμος_Κισσάμου,GRBW139322069101, 100 μ. από το δυτικό άκρο της ακτής,16/10/2018,9:04:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Γραμβούσα_Βιγλιά_Κισσάμου,GRBW139322070101, 330 μ. από το ανατολικό άκρο της ακτής,16/10/2018,9:09:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Φαλάσαρνα_Κισσάμου,GRBW139322068101, 230 μ. από το βόρειο άκρο της ακτής,16/10/2018,9:31:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Σφηνάρι_Κισσάμου,GRBW139322071101, 180 μ. από το νοτιοδυτικό άκρο της ακτής,16/10/2018,10:03:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Βουλισμένη_Καντάνου_Σέλινου,GRBW139321064101, Μέσον ακτής,16/10/2018,11:10:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Ελαφονήσι_Κισσάμου,GRBW139322072101, Νοτιοανατολικό άκρο ακτής,16/10/2018,11:13:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Χαλίκια_Καντάνου_Σέλινου,GRBW139321063101, 450 μ. από το νοτιοδυτικό άκρο της ακτής,16/10/2018,1:19:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Παχειά_Άμμος_Καντάνου_Σέλινου,GRBW139321062101, 430 μ. από το νότιο άκρο της ακτής,16/10/2018,1:28:00 μμ,16/10/2018,17/10/2018,2,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Γραμμένο_Καντάνου_Σέλινου,GRBW139321065101, 200 μ. από το νοτιοδυτικό άκρο της ακτής,16/10/2018,1:41:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Σούγια_Καντάνου_Σέλινου,GRBW139321061101, 470 μ. από το δυτικό άκρο της ακτής,16/10/2018,2:38:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Κιτροπλατεία_Αγίου_Νικολάου,GRBW139310017101, 30 μ. από το νοτιοδυτικό άκρο της ακτής,16/10/2018,8:38:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Αμμούδι_Αγίου_Νικολάου,GRBW139310014101, 30 μ. από το νότιο άκρο της ακτής,16/10/2018,8:46:00 πμ,16/10/2018,17/10/2018,4,10,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άμμος_(Μαρίνα)_Αγίου_Νικολάου,GRBW139310008101, Μέσον ακτής,16/10/2018,8:55:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άμμος_Αγίου_Νικολάου,GRBW139310012101, 30 μ. από το βορειοανατολικό άκρο της ακτής,16/10/2018,9:04:00 πμ,16/10/2018,17/10/2018,2,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Γαργαδωρός_Αγίου_Νικολάου,GRBW139310031101, 20 μ. από το βορειοανατολικό άκρο της ακτής,16/10/2018,9:09:00 πμ,16/10/2018,17/10/2018,2,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Αλμυρός_Αγίου_Νικολάου,GRBW139310021101, Μέσον ακτής,16/10/2018,9:18:00 πμ,16/10/2018,17/10/2018,2,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Αμμουδάρα_Αγίου_Νικολάου,GRBW139310015101, Μέσον ακτής,16/10/2018,9:29:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Καραβοστάσι_Αγίου_Νικολάου,GRBW139310034101, 70 μ. από το βορειοδυτικό άκρο της ακτής. Έναντι πρόσβασης,16/10/2018,9:39:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Παντελεήμων_Αγίου_Νικολάου,GRBW139310037101, 215 μ. από το ανατολικό άκρο της ακτής,16/10/2018,9:53:00 πμ,16/10/2018,17/10/2018,3,10,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Βούλισμα_Αγίου_Νικολάου,GRBW139310018101, Μέσον ακτής,16/10/2018,10:02:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΝΑΙ,ΟΧΙ,ΝΑΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Καλό_Χωριό_Αγίου_Νικολάου,GRBW139310030101, 100 μ. από το ανατολικό άκρο της ακτής,16/10/2018,10:13:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΝΑΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Μόχλος_Ξεροστέρνια_Σητείας,GRBW139313101101, Μέσον ακτής,16/10/2018,11:12:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Παπαδιόκαμπος_Σητείας,GRBW139313094101, 40 μ. από το βορειοδυτικό άκρο της ακτής,16/10/2018,12:16:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Σητεία_Σητείας,GRBW139313102101, Βορειοδυτικό άκρο ακτής,16/10/2018,1:02:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Ανάλουκας_Σητείας,GRBW139313095101, 70 μ. από το δυτικό άκρο της ακτής,16/10/2018,1:18:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΝΑΙ,ΝΑΙ,ΝΑΙ,ΝΑΙ,Ελαφρά Κυματώδης,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Βάι_–_Φοινικόδασος_Σητείας,GRBW139313100101, Νότιο άκρο ακτής,16/10/2018,1:42:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Κουρεμένος_Σητείας,GRBW139313099101, 430 μ. από το βόρειο άκρο της ακτής,16/10/2018,1:55:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Χιώνα_Σητείας,GRBW139313097101, Μέσον ακτής,16/10/2018,2:05:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Κάτω_Ζάκρος_Σητείας,GRBW139313098101, Μέσον ακτής,16/10/2018,2:57:00 μμ,16/10/2018,17/10/2018,6,28,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Βούρλια_Σητείας,GRBW139313093101, 70 μ. από το βόρειο άκρο της ακτής,16/10/2018,3:26:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Θόλος_Ιεράπετρας,GRBW139311160101, 90 μ. από το δυτικό άκρο της ακτής,16/10/2018,10:47:00 πμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Μεγάλη_Παραλία_Ξερόκαμπου_Σητείας,GRBW139312158101, Μέσον ακτής,16/10/2018,3:38:00 μμ,16/10/2018,17/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΔ,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Βλήτες_Χανίων,GRBW139325120101, Μέσον ακτής,17/10/2018,9:23:00 πμ,17/10/2018,18/10/2018,5,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Λουτράκι_(Ακρωτήρι)_Χανίων,GRBW139325125101, Μέσον ακτής,17/10/2018,9:47:00 πμ,17/10/2018,18/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Μαράθι_Χανίων,GRBW139325115101, 60 μ. από το ανατολικό άκρο της ακτής,17/10/2018,9:55:00 πμ,17/10/2018,18/10/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
