Date,Time,Conductivity,Water Temperature,Water Depth,Water Level
13/12/2015,00:00:00,380.7,13.3,14.68,37.32
14/12/2015,00:00:00,380.8,13.3,14.68,37.32
15/12/2015,00:00:00,380.9,13.3,14.69,37.31
16/12/2015,00:00:00,381,13.3,14.81,37.19
17/12/2015,00:00:00,380.7,13.3,14.84,37.16
18/12/2015,00:00:00,380.3,13.3,14.82,37.18
19/12/2015,00:00:00,380.3,13.3,14.81,37.19
20/12/2015,00:00:00,380,13.3,14.84,37.16
21/12/2015,00:00:00,380.5,13.3,14.8,37.2
22/12/2015,00:00:00,380.2,13.3,14.94,37.06
23/12/2015,00:00:00,378.9,13.3,15,37
24/12/2015,00:00:00,378.8,13.3,15.05,36.95
25/12/2015,00:00:00,378.5,13.2,15.09,36.91
26/12/2015,00:00:00,378.6,13.2,15.09,36.91
27/12/2015,00:00:00,378.3,13.2,15.14,36.86
28/12/2015,00:00:00,377.6,13.2,15.16,36.84
29/12/2015,00:00:00,377.3,13.2,15.17,36.83
30/12/2015,00:00:00,377,13.2,15.14,36.86
31/12/2015,00:00:00,376.5,13.2,15.14,36.86
01/01/2016,00:00:00,376.4,13.2,15.12,36.88
02/01/2016,00:00:00,377.1,13.2,15.05,36.95
03/01/2016,00:00:00,377.8,13.2,14.98,37.02
04/01/2016,00:00:00,378.2,13.2,14.87,37.13
05/01/2016,00:00:00,378.4,13.2,14.79,37.21
06/01/2016,00:00:00,378.4,13.2,14.86,37.14
07/01/2016,00:00:00,377.7,13.2,14.91,37.09
08/01/2016,00:00:00,376.8,13.2,14.9,37.1
09/01/2016,00:00:00,375.9,13.2,15,37
10/01/2016,00:00:00,374.9,13.2,15.08,36.92
11/01/2016,00:00:00,374.4,13.2,15.1,36.9
12/01/2016,00:00:00,373.8,13.2,15.13,36.87
13/01/2016,00:00:00,372.7,13.2,15.13,36.87
14/01/2016,00:00:00,371.6,13.2,15.14,36.86
15/01/2016,00:00:00,370.3,13.2,15.2,36.8
16/01/2016,00:00:00,369.7,13.2,15.18,36.82
17/01/2016,00:00:00,370.4,13.2,15.08,36.92
18/01/2016,00:00:00,371,13.2,14.98,37.02
19/01/2016,00:00:00,370.3,13.2,15.02,36.98
20/01/2016,00:00:00,369.3,13.2,15.13,36.87
21/01/2016,00:00:00,370.2,13.2,15.1,36.9
22/01/2016,00:00:00,370.5,13.2,15.14,36.86
23/01/2016,00:00:00,369.6,13.2,15.2,36.8
24/01/2016,00:00:00,368.8,13.3,15.24,36.76
25/01/2016,00:00:00,367.7,13.3,15.27,36.73
26/01/2016,00:00:00,366.9,13.3,15.25,36.75
27/01/2016,00:00:00,367.5,13.3,15.18,36.82
28/01/2016,00:00:00,365.9,13.3,15.21,36.79
29/01/2016,00:00:00,366,13.3,15.23,36.77
30/01/2016,00:00:00,366.5,13.3,15.24,36.76
31/01/2016,00:00:00,365.3,13.3,15.23,36.77
01/02/2016,00:00:00,363.7,13.3,15.2,36.8
02/02/2016,00:00:00,363.4,13.3,15.16,36.84
03/02/2016,00:00:00,362.5,13.3,15.21,36.79
04/02/2016,00:00:00,360.8,13.3,15.15,36.85
05/02/2016,00:00:00,361.6,13.3,15.09,36.91
06/02/2016,00:00:00,362.7,13.3,15.02,36.98
07/02/2016,00:00:00,362.2,13.3,15.08,36.92
08/02/2016,00:00:00,361,13.3,15.1,36.9
09/02/2016,00:00:00,362,13.3,15.07,36.93
10/02/2016,00:00:00,364.7,13.3,15.04,36.96
11/02/2016,00:00:00,366.3,13.3,14.92,37.08
12/02/2016,00:00:00,369.9,13.3,14.69,37.31
13/02/2016,00:00:00,370.8,13.2,14.6,37.4
14/02/2016,00:00:00,370.9,13.2,14.63,37.37
15/02/2016,00:00:00,370,13.2,14.72,37.28
16/02/2016,00:00:00,369.1,13.2,14.82,37.18
17/02/2016,00:00:00,368,13.2,14.92,37.08
18/02/2016,00:00:00,366.1,13.3,14.94,37.06
19/02/2016,00:00:00,364,13.3,14.87,37.13
20/02/2016,00:00:00,361.1,13.3,14.91,37.09
21/02/2016,00:00:00,353.1,13.3,14.95,37.05
22/02/2016,00:00:00,352.3,13.3,14.97,37.03
23/02/2016,00:00:00,359.1,13.3,14.99,37.01
24/02/2016,00:00:00,361.6,13.3,14.97,37.03
25/02/2016,00:00:00,354.7,13.3,14.94,37.06
26/02/2016,00:00:00,344.2,13.3,14.96,37.04
27/02/2016,00:00:00,350.8,13.3,14.95,37.05
28/02/2016,00:00:00,360,13.3,14.97,37.03
29/02/2016,00:00:00,356.4,13.3,14.93,37.07
01/03/2016,00:00:00,352.9,13.3,14.85,37.15
02/03/2016,00:00:00,357.6,13.3,14.79,37.21
03/03/2016,00:00:00,363.1,13.3,14.63,37.37
04/03/2016,00:00:00,368.5,13.3,14.4,37.6
05/03/2016,00:00:00,369.9,13.3,14.24,37.76
06/03/2016,00:00:00,370.6,13.3,14.23,37.77
07/03/2016,00:00:00,371,13.2,14.13,37.87
08/03/2016,00:00:00,371.2,13.2,14.02,37.98
09/03/2016,00:00:00,371,13.2,13.99,38.01
10/03/2016,00:00:00,371.5,13.2,14.13,37.87
11/03/2016,00:00:00,371.3,13.3,14.09,37.91
12/03/2016,00:00:00,370.9,13.3,13.97,38.03
13/03/2016,00:00:00,371,13.3,13.89,38.11
14/03/2016,00:00:00,371,13.3,13.83,38.17
15/03/2016,00:00:00,371,13.3,13.81,38.19
16/03/2016,00:00:00,371.2,13.3,13.88,38.12
17/03/2016,00:00:00,371.3,13.3,13.89,38.11
18/03/2016,00:00:00,370.9,13.3,13.9,38.1
19/03/2016,00:00:00,371.4,13.3,13.84,38.16
20/03/2016,00:00:00,371.3,13.3,13.76,38.24
21/03/2016,00:00:00,371.3,13.3,13.83,38.17
22/03/2016,00:00:00,372.3,13.3,13.94,38.06
23/03/2016,00:00:00,372.7,13.3,13.88,38.12
24/03/2016,00:00:00,373.6,13.3,13.83,38.17
25/03/2016,00:00:00,372.8,13.3,13.77,38.23
26/03/2016,00:00:00,371.3,13.3,13.7,38.3
27/03/2016,00:00:00,371.2,13.2,13.74,38.26
28/03/2016,00:00:00,372.4,13.2,13.76,38.24
29/03/2016,00:00:00,372,13.2,13.74,38.26
30/03/2016,00:00:00,370.9,13.2,13.68,38.32
31/03/2016,00:00:00,370.4,13.2,13.65,38.35
01/04/2016,00:00:00,370.4,13.2,13.6,38.4
02/04/2016,00:00:00,370.3,13.2,13.52,38.48
03/04/2016,00:00:00,370.1,13.2,13.46,38.54
04/04/2016,00:00:00,370.9,13.2,15.13,36.87
05/04/2016,00:00:00,372.7,13.2,15.79,36.21
06/04/2016,00:00:00,372.7,13.1,15.71,36.29
07/04/2016,00:00:00,372.5,13.1,15.62,36.38
08/04/2016,00:00:00,372.2,13.2,15.53,36.47
09/04/2016,00:00:00,372.1,13.2,15.49,36.51
10/04/2016,00:00:00,371.9,13.2,15.46,36.54
11/04/2016,00:00:00,371.8,13.2,15.44,36.56
12/04/2016,00:00:00,371.7,13.2,15.41,36.59
13/04/2016,00:00:00,371.7,13.2,15.42,36.58
14/04/2016,00:00:00,371.6,13.2,15.45,36.55
15/04/2016,00:00:00,371.6,13.2,15.42,36.58
16/04/2016,00:00:00,371.4,13.2,15.39,36.61
17/04/2016,00:00:00,371.3,13.3,15.41,36.59
18/04/2016,00:00:00,371.3,13.3,15.35,36.65
19/04/2016,00:00:00,371.3,13.3,15.34,36.66
20/04/2016,00:00:00,371.2,13.3,15.32,36.68
21/04/2016,00:00:00,371.4,13.3,15.23,36.77
22/04/2016,00:00:00,371.4,13.3,15.22,36.78
23/04/2016,00:00:00,371.3,13.3,15.15,36.85
24/04/2016,00:00:00,371.5,13.3,15.01,36.99
25/04/2016,00:00:00,371.6,13.3,14.91,37.09
26/04/2016,00:00:00,371.7,13.3,14.87,37.13
27/04/2016,00:00:00,372,13.3,14.92,37.08
28/04/2016,00:00:00,372.4,13.3,14.9,37.1
29/04/2016,00:00:00,372.5,13.3,14.85,37.15
30/04/2016,00:00:00,372.7,13.3,14.78,37.22
01/05/2016,00:00:00,372.9,13.3,14.77,37.23
02/05/2016,00:00:00,373.1,13.4,14.78,37.22
03/05/2016,00:00:00,373.4,13.4,14.75,37.25
04/05/2016,00:00:00,373.7,13.4,14.7,37.3
05/05/2016,00:00:00,374.1,13.4,14.67,37.33
06/05/2016,00:00:00,374.3,13.4,14.63,37.37
07/05/2016,00:00:00,374.6,13.4,14.62,37.38
08/05/2016,00:00:00,374.8,13.4,14.65,37.35
09/05/2016,00:00:00,375.2,13.4,14.61,37.39
10/05/2016,00:00:00,375.5,13.4,14.58,37.42
11/05/2016,00:00:00,375.7,13.4,14.56,37.44
12/05/2016,00:00:00,376,13.4,14.5,37.5
13/05/2016,00:00:00,376.3,13.5,14.42,37.58
14/05/2016,00:00:00,376.6,13.5,14.36,37.64
15/05/2016,00:00:00,376.8,13.5,14.36,37.64
16/05/2016,00:00:00,377.1,13.5,14.41,37.59
17/05/2016,00:00:00,377.3,13.5,14.42,37.58
18/05/2016,00:00:00,377.6,13.5,14.37,37.63
19/05/2016,00:00:00,377.9,13.5,14.37,37.63
20/05/2016,00:00:00,378.2,13.5,14.36,37.64
21/05/2016,00:00:00,378.3,13.5,14.24,37.76
22/05/2016,00:00:00,378.5,13.5,14.16,37.84
23/05/2016,00:00:00,378.6,13.5,14.14,37.86
24/05/2016,00:00:00,378.8,13.5,14.26,37.74
25/05/2016,00:00:00,378.9,13.5,14.16,37.84
26/05/2016,00:00:00,379.1,13.5,13.99,38.01
27/05/2016,00:00:00,379,13.5,13.88,38.12
28/05/2016,00:00:00,379,13.5,13.88,38.12
29/05/2016,00:00:00,378.9,13.5,13.81,38.19
30/05/2016,00:00:00,378.8,13.5,13.75,38.25
31/05/2016,00:00:00,378.4,13.5,13.56,38.44
01/06/2016,00:00:00,378.1,13.5,13.52,38.48
02/06/2016,00:00:00,378.2,13.5,13.52,38.48
03/06/2016,00:00:00,378.1,13.5,13.47,38.53
04/06/2016,00:00:00,378.1,13.5,13.45,38.55
05/06/2016,00:00:00,377.9,13.5,13.43,38.57
06/06/2016,00:00:00,377.6,13.5,13.41,38.59
07/06/2016,00:00:00,377.3,13.5,13.3,38.7
08/06/2016,00:00:00,377.4,13.5,13.36,38.64
09/06/2016,00:00:00,377.4,13.6,13.33,38.67
10/06/2016,00:00:00,377.4,13.6,13.26,38.74
11/06/2016,00:00:00,377,13.6,13.26,38.74
12/06/2016,00:00:00,376.9,13.6,13.26,38.74
13/06/2016,00:00:00,376.4,13.6,13.12,38.88
14/06/2016,00:00:00,376.1,13.6,12.97,39.03
15/06/2016,00:00:00,376.2,13.6,12.93,39.07
16/06/2016,00:00:00,375.9,13.6,12.97,39.03
17/06/2016,00:00:00,375.3,13.6,12.9,39.1
18/06/2016,00:00:00,374.6,13.6,12.89,39.11
19/06/2016,00:00:00,373.5,13.6,12.79,39.21
20/06/2016,00:00:00,371.4,13.6,12.64,39.36
21/06/2016,00:00:00,370.8,13.6,12.56,39.44
22/06/2016,00:00:00,370.9,13.6,12.56,39.44
23/06/2016,00:00:00,370.9,13.6,12.53,39.47
24/06/2016,00:00:00,371.1,13.6,12.51,39.49
25/06/2016,00:00:00,371,13.6,12.39,39.61
26/06/2016,00:00:00,371,13.6,12.29,39.71
27/06/2016,00:00:00,370.4,13.6,12.19,39.81
28/06/2016,00:00:00,370.3,13.6,12.17,39.83
29/06/2016,00:00:00,370.2,13.6,12.11,39.89
30/06/2016,00:00:00,369.5,13.6,12.01,39.99
01/07/2016,00:00:00,369,13.6,11.99,40.01
02/07/2016,00:00:00,368.7,13.6,11.93,40.07
03/07/2016,00:00:00,368.4,13.6,11.85,40.15
04/07/2016,00:00:00,368.2,13.6,11.77,40.23
05/07/2016,00:00:00,368.1,13.6,11.74,40.26
06/07/2016,00:00:00,367.9,13.6,11.7,40.3
07/07/2016,00:00:00,367.8,13.6,11.66,40.34
08/07/2016,00:00:00,367.8,13.6,11.64,40.36
09/07/2016,00:00:00,367.5,13.6,11.64,40.36
10/07/2016,00:00:00,367.4,13.6,11.6,40.4
11/07/2016,00:00:00,367.3,13.6,11.55,40.45
12/07/2016,00:00:00,367.1,13.6,11.52,40.48
13/07/2016,00:00:00,366.9,13.6,11.47,40.53
14/07/2016,00:00:00,366.7,13.6,11.43,40.57
15/07/2016,00:00:00,366.5,13.6,11.39,40.61
16/07/2016,00:00:00,366.4,13.6,11.35,40.65
17/07/2016,00:00:00,366,13.7,11.35,40.65
18/07/2016,00:00:00,365.9,13.7,11.35,40.65
19/07/2016,00:00:00,366,13.7,11.34,40.66
20/07/2016,00:00:00,365.9,13.7,11.31,40.69
21/07/2016,00:00:00,365.7,13.7,11.3,40.7
22/07/2016,00:00:00,365.5,13.7,11.31,40.69
23/07/2016,00:00:00,365.3,13.7,11.3,40.7
24/07/2016,00:00:00,365,13.7,11.26,40.74
25/07/2016,00:00:00,364.9,13.7,11.22,40.78
26/07/2016,00:00:00,364.9,13.7,11.19,40.81
27/07/2016,00:00:00,364.7,13.7,11.18,40.82
28/07/2016,00:00:00,364.5,13.7,11.16,40.84
29/07/2016,00:00:00,364.3,13.7,11.14,40.86
30/07/2016,00:00:00,364.1,13.7,11.11,40.89
31/07/2016,00:00:00,363.9,13.7,11.09,40.91
01/08/2016,00:00:00,363.7,13.7,11.07,40.93
02/08/2016,00:00:00,363.7,13.7,11.08,40.92
03/08/2016,00:00:00,363.6,13.7,11.04,40.96
04/08/2016,00:00:00,363.4,13.7,11.01,40.99
05/08/2016,00:00:00,363.3,13.7,11.01,40.99
06/08/2016,00:00:00,363.1,13.7,11,41
07/08/2016,00:00:00,363.1,13.7,11,41
08/08/2016,00:00:00,363,13.7,10.99,41.01
09/08/2016,00:00:00,363,13.7,10.98,41.02
10/08/2016,00:00:00,362.9,13.7,10.96,41.04
11/08/2016,00:00:00,362.8,13.7,10.95,41.05
12/08/2016,00:00:00,362.6,13.7,10.95,41.05
13/08/2016,00:00:00,362.4,13.7,10.93,41.07
14/08/2016,00:00:00,361.9,13.7,10.95,41.05
15/08/2016,00:00:00,361.3,13.8,10.94,41.06
16/08/2016,00:00:00,361.2,13.8,10.93,41.07
17/08/2016,00:00:00,361.3,13.8,10.9,41.1
18/08/2016,00:00:00,361.6,13.8,10.89,41.11
19/08/2016,00:00:00,361.5,13.8,10.85,41.15
20/08/2016,00:00:00,361.2,13.8,10.83,41.17
21/08/2016,00:00:00,360.2,13.8,10.79,41.21
22/08/2016,00:00:00,359.7,13.8,10.79,41.21
23/08/2016,00:00:00,359.3,13.8,10.78,41.22
24/08/2016,00:00:00,359,13.8,10.73,41.27
25/08/2016,00:00:00,359.2,13.8,10.76,41.24
26/08/2016,00:00:00,359.9,13.8,11.4,40.6
27/08/2016,00:00:00,359.7,13.8,10.95,41.05
28/08/2016,00:00:00,357.5,13.8,11.06,40.94
29/08/2016,00:00:00,355.9,13.8,11.1,40.9
30/08/2016,00:00:00,355.9,13.8,11.04,40.96
31/08/2016,00:00:00,356.5,13.8,11.01,40.99
01/09/2016,00:00:00,357.4,13.8,11,41
02/09/2016,00:00:00,356.6,13.8,10.9,41.1
03/09/2016,00:00:00,355.7,13.8,10.82,41.18
04/09/2016,00:00:00,355.2,13.8,10.76,41.24
05/09/2016,00:00:00,355.5,13.8,10.76,41.24
06/09/2016,00:00:00,355,13.8,10.76,41.24
07/09/2016,00:00:00,354.4,13.8,10.68,41.32
08/09/2016,00:00:00,354,13.8,10.67,41.33
09/09/2016,00:00:00,353.8,13.8,10.61,41.39
10/09/2016,00:00:00,353,13.8,10.55,41.45
11/09/2016,00:00:00,352.5,13.8,10.54,41.46
12/09/2016,00:00:00,352.7,13.8,10.56,41.44
13/09/2016,00:00:00,353,13.8,10.56,41.44
14/09/2016,00:00:00,353.3,13.8,10.54,41.46
15/09/2016,00:00:00,353.6,13.8,10.52,41.48
16/09/2016,00:00:00,354.1,13.8,10.54,41.46
17/09/2016,00:00:00,354.2,13.8,10.55,41.45
18/09/2016,00:00:00,354.3,13.8,10.53,41.47
19/09/2016,00:00:00,354.3,13.9,10.49,41.51
20/09/2016,00:00:00,354.2,13.9,10.45,41.55
21/09/2016,00:00:00,354.9,13.9,10.45,41.55
22/09/2016,00:00:00,362.5,13.9,10.72,41.28
23/09/2016,00:00:00,363.7,13.9,10.85,41.15
24/09/2016,00:00:00,364.5,13.9,11.07,40.93
25/09/2016,00:00:00,365.3,13.9,11.24,40.76
26/09/2016,00:00:00,366.1,13.9,11.28,40.72
27/09/2016,00:00:00,366.6,13.8,11.3,40.7
28/09/2016,00:00:00,366.8,13.8,11.4,40.6
29/09/2016,00:00:00,366.7,13.8,11.44,40.56
30/09/2016,00:00:00,366.7,13.8,11.46,40.54
01/10/2016,00:00:00,366.7,13.8,11.41,40.59
02/10/2016,00:00:00,366.8,13.8,11.38,40.62
03/10/2016,00:00:00,367,13.8,11.41,40.59
04/10/2016,00:00:00,366.6,13.8,11.36,40.64
05/10/2016,00:00:00,365.3,13.9,11.24,40.76
06/10/2016,00:00:00,364,13.9,11.1,40.9
07/10/2016,00:00:00,363.7,13.9,11.07,40.93
08/10/2016,00:00:00,363.4,13.9,10.98,41.02
09/10/2016,00:00:00,363,13.9,10.89,41.11
10/10/2016,00:00:00,362.5,13.9,10.89,41.11
11/10/2016,00:00:00,361.9,13.9,10.82,41.18
12/10/2016,00:00:00,361.4,13.9,10.73,41.27
13/10/2016,00:00:00,360.8,13.9,10.72,41.28
14/10/2016,00:00:00,358.7,13.9,10.68,41.32
15/10/2016,00:00:00,356.6,13.9,10.63,41.37
16/10/2016,00:00:00,355.7,13.9,10.62,41.38
17/10/2016,00:00:00,354,13.9,10.53,41.47
18/10/2016,00:00:00,355.1,13.9,10.59,41.41
19/10/2016,00:00:00,356,13.9,10.65,41.35
20/10/2016,00:00:00,358.5,13.9,10.72,41.28
21/10/2016,00:00:00,358.5,13.9,10.7,41.3
22/10/2016,00:00:00,359.3,13.9,10.71,41.29
23/10/2016,00:00:00,357.9,13.9,10.64,41.36
24/10/2016,00:00:00,356.5,13.9,10.6,41.4
25/10/2016,00:00:00,356,13.9,10.64,41.36
26/10/2016,00:00:00,357.1,13.9,10.7,41.3
27/10/2016,00:00:00,359.5,13.9,10.75,41.25
28/10/2016,00:00:00,360.7,13.9,10.81,41.19
29/10/2016,00:00:00,363.3,13.9,10.98,41.02
30/10/2016,00:00:00,365.1,13.9,11.11,40.89
31/10/2016,00:00:00,366.4,13.9,11.23,40.77
01/11/2016,00:00:00,368.1,13.9,11.32,40.68
02/11/2016,00:00:00,369.8,13.9,11.5,40.5
03/11/2016,00:00:00,370,13.9,11.58,40.42
04/11/2016,00:00:00,370.1,13.9,11.63,40.37
05/11/2016,00:00:00,370.2,13.9,11.68,40.32
06/11/2016,00:00:00,370.2,13.9,11.74,40.26
07/11/2016,00:00:00,370.4,13.9,11.77,40.23
08/11/2016,00:00:00,370.3,13.9,11.73,40.27
09/11/2016,00:00:00,370.7,13.9,11.75,40.25
10/11/2016,00:00:00,371.3,13.9,11.74,40.26
11/11/2016,00:00:00,371,13.9,11.77,40.23
12/11/2016,00:00:00,371.2,13.9,11.84,40.16
13/11/2016,00:00:00,371.7,13.9,11.89,40.11
14/11/2016,00:00:00,372.3,13.9,11.9,40.1
15/11/2016,00:00:00,372.5,13.9,11.93,40.07
16/11/2016,00:00:00,372.9,13.9,11.98,40.02
17/11/2016,00:00:00,373.4,13.9,12.01,39.99
18/11/2016,00:00:00,373.5,13.9,11.96,40.04
19/11/2016,00:00:00,373.5,13.9,12.02,39.98
20/11/2016,00:00:00,374.1,13.9,12.02,39.98
21/11/2016,00:00:00,374.1,13.9,12.03,39.97
22/11/2016,00:00:00,374.5,13.9,12.07,39.93
23/11/2016,00:00:00,374.6,13.9,12.06,39.94
24/11/2016,00:00:00,374.3,13.9,12.09,39.91
25/11/2016,00:00:00,374.5,13.9,12.09,39.91
26/11/2016,00:00:00,374.7,13.9,12.1,39.9
27/11/2016,00:00:00,374.9,13.9,12.07,39.93
28/11/2016,00:00:00,374.3,13.9,12.02,39.98
29/11/2016,00:00:00,374.8,13.9,11.97,40.03
30/11/2016,00:00:00,375.1,13.9,11.96,40.04
01/12/2016,00:00:00,375.5,13.9,12.05,39.95
02/12/2016,00:00:00,376.4,13.9,12.13,39.87
03/12/2016,00:00:00,376.9,13.9,12.17,39.83
04/12/2016,00:00:00,377,13.9,12.2,39.8
05/12/2016,00:00:00,377.5,13.9,12.26,39.74
06/12/2016,00:00:00,378,13.9,12.32,39.68
07/12/2016,00:00:00,379.1,13.9,12.38,39.62
08/12/2016,00:00:00,379.6,13.9,12.4,39.6
09/12/2016,00:00:00,380,13.9,12.47,39.53
10/12/2016,00:00:00,380.5,13.9,12.47,39.53
11/12/2016,00:00:00,381.3,13.9,12.44,39.56
12/12/2016,00:00:00,381.4,13.9,12.43,39.57
13/12/2016,00:00:00,381.5,13.9,12.36,39.64
14/12/2016,00:00:00,382.6,13.9,12.44,39.56
15/12/2016,00:00:00,383,13.9,12.55,39.45
16/12/2016,00:00:00,382.9,13.8,12.52,39.48
